,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,has_availability,instant_bookable
7956,Teresa,2014-07-17,"Málaga, Spain",within an hour,100%,87%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in home,Private room,$77.00,t,f
7957,Monika,2016-07-22,"Málaga, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Private room in home,Private room,$64.00,t,t
7958,José Antonio,2014-03-28,"Málaga, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$94.00,t,f
7959,Isaac,2012-07-06,"Marbella, Spain",within an hour,100%,99%,t,Urbanización la Oliva,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire home,Entire home/apt,$228.00,t,t
7960,Ángela Y Baba,2019-09-29,"Málaga, Spain",within an hour,98%,86%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in rental unit,Private room,$36.00,t,f
7961,Blanca,2019-06-19,"Málaga, Spain",within an hour,100%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$32.00,t,f
7962,Jose Pedro,2020-08-03,"Málaga, Spain",within an hour,100%,99%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Private room in chalet,Private room,$95.00,t,f
7963,Jose Pedro,2020-08-03,"Málaga, Spain",within an hour,100%,99%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Private room in chalet,Private room,$94.00,t,t
7964,Ezequiel Hernan,2019-07-17,"Málaga, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Private room in rental unit,Private room,$32.00,t,t
7965,Alejandro,2023-03-27,"Málaga, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$100.00,t,f
7966,Maite,2012-08-16,"Malaga, Spain",within an hour,100%,98%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire condo,Entire home/apt,$147.00,t,f
7967,Rosa Mari,2023-07-24,"Malaga, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire home,Entire home/apt,$168.00,t,t
7968,Jose,2017-06-04,"Andalusia, Spain",within an hour,100%,99%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$77.00,t,f
7969,Silvia,2020-10-26,"Andalusia, Spain",within an hour,100%,67%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$50.00,t,f
7970,Salva Y Javi,2016-03-07,"Málaga, Spain",within an hour,100%,100%,f,Urbanización la Oliva,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$65.00,t,t
7971,Victor Eloy,2016-01-21,"Málaga, Spain",within an hour,100%,89%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire villa,Entire home/apt,$350.00,t,f
7972,Maribel,2015-08-10,"Andalusia, Spain",within an hour,100%,99%,t,Urbanización la Oliva,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$115.00,t,f
7973,Francisco Enrique,2024-04-17,"Málaga, Spain",within an hour,100%,93%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$71.00,t,t
7974,Maribel,2015-08-10,"Andalusia, Spain",within an hour,100%,99%,t,Urbanización la Oliva,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$89.00,t,f
7975,Arancha,2014-08-21,"Andalusia, Spain",within an hour,100%,99%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Spain",Este,Entire rental unit,Entire home/apt,$201.00,t,f
7976,Maria Del Rocio,2021-10-24,"Málaga, Spain",within an hour,100%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$190.00,t,f
7977,Gabriel,2020-05-24,"Málaga, Spain",within a few hours,100%,91%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire vacation home,Entire home/apt,$187.00,t,f
7978,Rosa Mari,2023-07-24,"Málaga, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$70.00,t,t
7979,Andrea,2017-08-13,"Málaga, Spain",within an hour,100%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Palma-Palmilla,Private room in rental unit,Private room,$69.00,t,f
7980,Ana,2014-03-05,"Málaga, Spain",within an hour,96%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire villa,Entire home/apt,$440.00,t,f
7981,David,2015-11-03,"Estepona, Spain",within an hour,100%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$41.00,t,t
7982,Andrea,2017-08-13,"Málaga, Spain",within an hour,100%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Private room in condo,Private room,$79.00,t,f
7983,Maribel,2015-08-10,"Andalusia, Spain",within an hour,100%,99%,t,Urbanización la Oliva,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$80.00,t,t
7984,Lina,2019-10-08,"Andalusia, Spain",within a day,100%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$126.00,t,f
7985,Marina,2019-02-14,"Andalusia, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire rental unit,Entire home/apt,$335.00,t,t
7986,Rosa Mari,2023-07-24,"Andalusia, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$79.00,t,t
7987,Maribel,2015-08-10,"Andalusia, Spain",within an hour,100%,99%,t,Urbanización la Oliva,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$90.00,t,f
7988,Antonio.,2016-08-13,"Málaga, Spain",within an hour,100%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire rental unit,Entire home/apt,$170.00,t,t
7989,Tomás,2022-06-30,"Málaga, Spain",within an hour,100%,95%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire guest suite,Entire home/apt,$61.00,t,f
7990,Urbe10,2017-09-21,"Rincón de la Victoria, Spain",within an hour,98%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$167.00,t,t
7991,Andrea,2023-01-19,"Rincón de la Victoria, Spain",within a day,70%,72%,f,Urbanización San José,['phone'],t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$80.00,t,f
7992,Daniele,2021-09-17,"Málaga, Spain",within an hour,90%,100%,t,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$49.00,t,f
7993,Maria Lourdes,2023-06-22,"Málaga, Spain",within an hour,100%,100%,t,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$150.00,t,t
7994,Good Vibes Apartments,2017-10-31,"Málaga, Spain",within an hour,100%,100%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$88.00,t,t
7995,Melchora,2018-04-28,"Málaga, Spain",within an hour,100%,100%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$231.00,t,t
7996,La Recepción,2013-04-12,"Málaga, Spain",within an hour,97%,99%,f,El Candado,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$79.00,t,t
7997,Jose,2014-11-07,"Málaga, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$82.00,t,t
7998,Claudia,2016-07-10,"Málaga, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$20.00,t,t
7999,Estefania,2012-02-12,"Málaga, Spain",within an hour,100%,100%,t,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire villa,Entire home/apt,$552.00,t,t
8000,Alfredo,2023-10-03,"Málaga, Spain",within an hour,100%,100%,f,El Candado,['email'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$90.00,t,t
8001,Holidu,2024-05-24,"Palma, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire villa,Entire home/apt,$513.00,t,t
8002,Salva Y Javi,2016-03-07,"Málaga, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$84.00,t,t
8003,Cubo'S Holiday Homes.,2017-02-20,"Málaga, Spain",within an hour,94%,99%,f,Marbella Hill Club,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire cottage,Entire home/apt,$106.00,t,t
8004,Cubo'S Holiday Homes.,2017-02-20,"Málaga, Spain",within an hour,94%,99%,f,Marbella Hill Club,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire cottage,Entire home/apt,$138.00,t,t
8005,Holidu,2018-04-16,"Madrid, Spain",within an hour,100%,100%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire villa,Entire home/apt,$417.00,t,t
8006,Esther Y José Luis,2016-04-05,"Andalusia, Spain",within an hour,100%,100%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$200.00,t,f
8007,Homerti,2016-06-30,"Andalusia, Spain",within an hour,99%,94%,f,Real de la Barrosa,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$156.00,t,t
8008,Roman,2018-01-03,"Málaga, Spain",within an hour,93%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$35.00,t,t
8009,Loly  &,2012-07-28,"Malaga, Spain",within an hour,100%,75%,f,Real de la Barrosa,"['email', 'phone']",t,f,"Malaga, Spain",Este,Entire rental unit,Entire home/apt,$244.00,t,f
8010,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Malaga, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$198.00,t,t
8011,Egly,2017-03-24,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$95.00,t,f
8012,Alfredo,2023-10-03,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,['email'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$91.00,t,t
8013,Helena,2022-02-01,"Málaga, Spain",within a few hours,94%,75%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Private room in rental unit,Private room,$36.00,t,f
8014,El Torcal,2022-06-27,"Málaga, Spain",within an hour,100%,100%,t,Real de la Barrosa,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$114.00,t,f
8015,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$159.00,t,t
8016,Mercedes,2018-09-18,"Málaga, Spain",within an hour,100%,100%,t,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$111.00,t,t
8017,Teresa,2023-08-02,"Málaga, Spain",within an hour,100%,94%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire villa,Entire home/apt,$790.00,t,f
8018,Antonio,2023-01-22,"Málaga, Spain",within an hour,100%,80%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$133.00,t,f
8019,Antonio,2023-02-26,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Room in hotel,Private room,$92.00,t,t
8020,Sarai,2014-06-03,Spain,within an hour,100%,80%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$74.00,t,f
8021,Javier,2017-12-20,"Málaga, Spain",within a few hours,100%,100%,f,Real de la Barrosa,['phone'],t,t,"Málaga, Andalucía, Spain",Campanillas,Entire villa,Entire home/apt,$209.00,t,f
8022,Marta,2015-05-14,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in home,Private room,$46.00,t,t
8023,Marivi,2014-07-11,"Santa Cruz de Tenerife, Spain",within an hour,100%,100%,t,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$109.00,t,f
8024,Claudia,2016-07-10,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$22.00,t,t
8025,Maria Dolores,2019-04-09,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire guest suite,Entire home/apt,$124.00,t,t
8026,Marta,2015-05-14,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in home,Private room,$46.00,t,t
8027,Noelia,2018-01-26,"Málaga, Spain",within an hour,90%,100%,f,Real de la Barrosa,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in home,Private room,$76.00,t,t
8028,Marta,2015-05-14,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in home,Private room,$69.00,t,t
8029,Noelia,2018-01-26,"Málaga, Spain",within an hour,90%,100%,f,Real de la Barrosa,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in home,Private room,$86.00,t,t
8030,Francisco,2017-10-14,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Puerto de la Torre,Private room in loft,Private room,$140.00,t,f
8031,Antonio,2023-02-26,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Room in hotel,Private room,$108.00,t,t
8032,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire rental unit,Entire home/apt,$200.00,t,t
8033,Estefania,2012-02-12,"Málaga, Spain",within an hour,100%,100%,t,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire villa,Entire home/apt,$518.00,t,t
8034,Francisca Maria,2023-08-13,"Málaga, Spain",within an hour,100%,100%,t,Real de la Barrosa,['phone'],t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Private room in home,Private room,$39.00,t,f
8035,Carla,2017-01-04,"Málaga, Spain",within an hour,90%,79%,t,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$48.00,t,f
8036,Valeria,2022-05-01,"Miami, FL",within a few hours,100%,67%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire rental unit,Entire home/apt,$138.00,t,f
8037,GuestReady,2023-06-19,"Miami, FL",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$120.00,t,t
8038,Karen Eleonora,2024-05-02,"Miami, FL",within an hour,100%,100%,f,Real de la Barrosa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$106.00,t,t
8039,Holidu,2022-07-13,"Madrid, Spain",within an hour,100%,99%,f,Urbanización Doña Lola,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$96.00,t,t
8040,Claudia,2016-07-10,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Doña Lola,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$16.00,t,t
8041,Imad,2022-12-18,"Málaga, Spain",a few days or more,33%,100%,f,Urbanización Villa Marina,['phone'],f,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$200.00,t,t
8042,Noelia,2018-01-26,"Málaga, Spain",within an hour,90%,100%,f,Urbanización Villa Marina,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in home,Private room,$71.00,t,t
8043,Roman,2018-01-03,"Málaga, Spain",within an hour,93%,100%,f,Urbanización Villa Marina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$34.00,t,t
8044,Roman,2018-01-03,"Málaga, Spain",within an hour,93%,100%,f,Urbanización Villa Marina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$37.00,t,t
8045,J Lorenzo,2022-06-08,"Málaga, Spain",within a few hours,75%,100%,f,Urbanización Villa Marina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire rental unit,Entire home/apt,$116.00,t,f
8046,Ana & Lucas,2019-04-15,"Andalusia, Spain",within an hour,100%,99%,f,Urbanización Villa Marina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$66.00,t,f
8047,Novasol,2017-10-10,"Andalusia, Spain",within an hour,100%,100%,f,Kanica,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$172.00,t,t
8048,Maurizio,2017-08-05,"Málaga, Spain",within an hour,100%,100%,f,Kanica,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Private room in rental unit,Private room,$46.00,t,t
8049,Fred,2011-07-08,"El Faro, Spain",within a few hours,88%,73%,t,Kanica,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Private room in rental unit,Private room,$29.00,t,f
8050,Pablo,2015-11-18,"Andalusia, Spain",within an hour,100%,98%,f,Kanica,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$72.00,t,t
8051,Alberto,2017-07-06,"Málaga, Spain",within an hour,100%,100%,f,Kanica,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$114.00,t,t
8052,Salva Y Javi,2016-03-07,"Málaga, Spain",within an hour,100%,100%,f,Kanica,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$65.00,t,t
8053,Nacho,2016-02-03,"Málaga, Spain",within a few hours,100%,87%,t,Kanica,"['email', 'phone']",t,t,"Málaga, Spain",Este,Entire guesthouse,Entire home/apt,$168.00,t,f
